number,bike_stands,available_bike_stands,available_bikes,last_update,fetched_at,temperature_2m,apparent_temperature,precipitation,wind_speed_10m,is_day
6,20,10,10,2024-03-28 16:49:55,2024-03-28 16:51:11.923581,11.5,9.6,1.2,7.9,1
6,20,8,12,2024-03-28 17:13:31,2024-03-28 17:16:17.561045,10.6,8.2,0.3,12.3,1
6,20,11,9,2024-03-28 18:10:49,2024-03-28 18:20:15.201656,9.9,8.2,1.4,8.1,0
