number,bike_stands,available_bike_stands,available_bikes,last_update,fetched_at,temperature_2m,apparent_temperature,precipitation,wind_speed_10m,is_day
11,20,20,0,2024-03-28 16:48:54,2024-03-28 16:51:11.923634,10.8,8.8,0.6,9.5,1
11,20,18,2,2024-03-28 17:15:11,2024-03-28 17:16:17.561149,10.4,8.0,0.3,12.2,1
11,20,7,13,2024-03-28 18:15:26,2024-03-28 18:20:15.201713,10.0,8.2,1.1,8.1,0
11,20,8,12,2024-03-28 19:10:17,2024-03-28 19:12:03.624107,10.1,8.4,0.5,8.4,0
