number,bike_stands,available_bike_stands,available_bikes,last_update,fetched_at,temperature_2m,apparent_temperature,precipitation,wind_speed_10m,is_day
21,20,13,7,2024-03-28 16:49:30,2024-03-28 16:51:11.923578,11.5,9.6,1.2,7.9,1
21,20,15,5,2024-03-28 17:09:44,2024-03-28 17:16:17.561039,10.5,8.1,0.3,12.3,1
21,20,11,9,2024-03-28 18:16:38,2024-03-28 18:20:15.201653,9.8,8.2,1.4,8.1,0
