number,bike_stands,available_bike_stands,available_bikes,last_update,fetched_at,temperature_2m,apparent_temperature,precipitation,wind_speed_10m,is_day
1,22,14,8,2024-03-28 16:50:09,2024-03-28 16:51:11.923569,12.2,10.9,1.3,4.4,1
1,22,12,10,2024-03-28 17:11:18,2024-03-28 17:16:17.561021,11.4,9.4,0.3,9.3,1
1,22,18,4,2024-03-28 18:14:34,2024-03-28 18:20:15.201644,11.1,9.9,1.5,5.1,0
1,22,17,5,2024-03-28 19:08:21,2024-03-28 19:12:03.624041,9.7,8.2,0.5,7.1,0
