number,bike_stands,available_bike_stands,available_bikes,last_update,fetched_at,temperature_2m,apparent_temperature,precipitation,wind_speed_10m,is_day
9,20,20,0,2024-03-28 16:49:34,2024-03-28 16:51:11.923557,11.5,9.6,1.2,7.9,1
9,20,20,0,2024-03-28 17:09:44,2024-03-28 17:16:17.560998,10.5,8.2,0.3,12.3,1
9,20,12,8,2024-03-28 18:10:19,2024-03-28 18:20:15.201632,9.8,8.2,1.4,8.1,0
9,20,11,9,2024-03-28 19:10:52,2024-03-28 19:12:03.624029,9.7,8.5,0.5,4.8,0
