number,bike_stands,available_bike_stands,available_bikes,last_update,fetched_at,temperature_2m,apparent_temperature,precipitation,wind_speed_10m,is_day
2,22,14,8,2024-03-28 16:41:58,2024-03-28 16:51:11.923608,11.5,9.6,1.2,7.9,1
2,22,13,9,2024-03-28 17:12:14,2024-03-28 17:16:17.561097,10.5,8.1,0.3,12.3,1
2,22,13,9,2024-03-28 18:12:49,2024-03-28 18:20:15.201685,9.8,8.2,1.4,8.1,0
